customer_id,join_date,country,age
CUST_0072,2022-06-11,France,55
CUST_0073,2022-07-21,USA,32
CUST_0074,2022-09-27,USA,38
CUST_0075,2022-12-17,Germany,27
CUST_0076,2022-10-31,USA,40
CUST_0077,2022-09-28,USA,56
CUST_0078,2022-08-03,Germany,22
CUST_0079,2022-09-09,Germany,18
CUST_0080,2022-07-09,Canada,30
CUST_0081,2022-10-23,Canada,38
CUST_0082,2022-08-01,UK,43
CUST_0083,2022-07-27,USA,67
CUST_0084,2022-08-25,USA,62
CUST_0085,2022-12-04,USA,38
CUST_0086,2022-02-22,Australia,35
CUST_0087,2022-10-07,UK,54
CUST_0088,2022-08-05,UK,62
CUST_0089,2022-09-09,UK,49
CUST_0090,2022-07-07,Australia,53
CUST_0091,2022-02-10,USA,34
CUST_0092,2022-06-06,UK,52
CUST_0093,2022-01-15,UK,66
CUST_0094,2022-10-28,Canada,28
CUST_0095,2022-03-06,USA,38
CUST_0096,2022-12-11,France,69
CUST_0097,2022-11-23,Australia,43
CUST_0098,2022-01-09,UK,21
CUST_0099,2022-12-10,Canada,51
CUST_0100,2022-05-09,Australia,69
CUST_0101,2022-05-16,Germany,65
CUST_0102,2022-03-04,USA,35
CUST_0103,2022-05-19,UK,57
CUST_0104,2022-03-22,Canada,52
CUST_0105,2022-06-12,UK,58
CUST_0106,2022-10-16,Germany,46
CUST_0107,2022-09-18,Australia,69
CUST_0108,2022-08-19,Australia,46
CUST_0109,2022-02-10,UK,55
CUST_0110,2022-01-28,USA,59
CUST_0111,2022-05-15,Australia,38
CUST_0112,2022-07-20,France,59
CUST_0113,2022-11-24,USA,30
CUST_0114,2022-09-25,Australia,66
CUST_0115,2022-02-02,France,58
CUST_0116,2022-02-17,UK,34
CUST_0117,2022-03-03,UK,26
CUST_0118,2022-08-04,USA,58
CUST_0119,2022-10-20,USA,18
CUST_0120,2022-04-09,USA,19
CUST_0121,2022-06-21,France,65
CUST_0122,2022-12-26,USA,46
CUST_0123,2022-08-02,USA,50
CUST_0124,2022-02-04,USA,27
CUST_0125,2022-08-15,UK,67
CUST_0126,2022-04-11,Australia,57
CUST_0127,2022-05-11,USA,38
CUST_0128,2022-09-14,USA,45
CUST_0129,2022-01-05,Germany,28
CUST_0130,2022-08-06,UK,51
CUST_0131,2022-09-12,USA,25
CUST_0132,2022-12-25,UK,39
CUST_0133,2022-10-10,USA,25
CUST_0134,2022-07-26,USA,66
CUST_0135,2022-01-15,UK,32
CUST_0136,2022-12-12,UK,34
CUST_0137,2022-02-11,Australia,40
CUST_0138,2022-06-28,USA,41
CUST_0139,2022-03-04,UK,62
CUST_0140,2022-12-18,Canada,36
CUST_0141,2022-08-19,USA,22
CUST_0142,2022-08-29,Canada,49
CUST_0143,2022-02-21,USA,61
CUST_0144,2022-04-06,Australia,18
CUST_0145,2022-08-10,USA,40
CUST_0146,2022-08-19,UK,54
CUST_0147,2022-08-25,USA,25
CUST_0148,2022-05-23,Australia,30
CUST_0149,2022-06-20,UK,25
CUST_0150,2022-01-29,UK,40
CUST_0151,2022-02-05,USA,60
CUST_0152,2022-01-13,Germany,18
CUST_0153,2022-06-09,USA,62
CUST_0154,2022-11-23,France,68
CUST_0155,2022-07-06,USA,41
CUST_0156,2022-08-31,USA,52
CUST_0157,2022-03-27,USA,41
CUST_0158,2022-10-11,UK,34
CUST_0159,2022-03-07,UK,22
CUST_0160,2022-06-19,USA,37
CUST_0161,2022-02-14,Germany,38
CUST_0162,2022-03-03,UK,57
CUST_0163,2022-05-14,UK,48
CUST_0164,2022-10-11,UK,63
CUST_0165,2022-01-28,UK,53
CUST_0166,2022-04-18,UK,28
CUST_0167,2022-02-13,USA,69
CUST_0168,2022-12-06,USA,32
CUST_0169,2022-10-13,France,36
CUST_0170,2022-11-27,Australia,24
CUST_0171,2022-05-08,USA,68
CUST_0172,2022-12-14,USA,45
CUST_0173,2022-08-19,Canada,68
CUST_0174,2022-07-09,UK,60
CUST_0175,2022-08-13,USA,22
CUST_0176,2022-10-10,USA,22
CUST_0177,2022-05-01,Germany,47
CUST_0178,2022-04-26,Canada,49
CUST_0179,2022-08-21,USA,25
CUST_0180,2022-09-16,USA,27
CUST_0181,2022-12-25,USA,55
CUST_0182,2022-07-17,Canada,64
CUST_0183,2022-05-17,USA,49
CUST_0184,2022-11-14,USA,65
CUST_0185,2022-06-14,Germany,45
CUST_0186,2022-08-13,USA,34
CUST_0187,2022-11-03,Canada,48
CUST_0188,2022-08-22,USA,25
CUST_0189,2022-06-21,USA,57
CUST_0190,2022-06-01,USA,42
CUST_0191,2022-11-11,Germany,26
CUST_0192,2022-06-09,France,19
CUST_0193,2022-04-06,France,32
CUST_0194,2022-08-21,USA,67
CUST_0195,2022-06-29,Canada,20
CUST_0196,2022-04-23,USA,66
CUST_0197,2022-11-14,USA,53
CUST_0198,2022-02-21,France,21
CUST_0199,2022-09-25,USA,31
CUST_0200,2022-10-22,USA,58
CUST_0201,2022-04-23,USA,58
CUST_0202,2022-04-11,USA,42
CUST_0203,2022-04-23,USA,67
CUST_0204,2022-03-22,UK,27
CUST_0205,2022-07-06,UK,38
CUST_0206,2022-04-23,France,53
CUST_0207,2022-01-02,France,29
CUST_0208,2022-05-10,USA,44
CUST_0209,2022-08-08,USA,57
CUST_0210,2022-02-23,USA,19
CUST_0211,2022-12-09,UK,30
CUST_0212,2022-08-12,USA,49
CUST_0213,2022-08-13,Canada,48
CUST_0214,2022-05-06,UK,33
CUST_0215,2022-05-10,UK,49
CUST_0216,2022-02-22,UK,49
CUST_0217,2022-06-21,USA,51
CUST_0218,2022-08-06,Australia,28
CUST_0219,2022-06-09,Germany,27
CUST_0220,2022-07-17,USA,32
CUST_0221,2022-09-04,France,34
CUST_0222,2022-11-20,UK,57
CUST_0223,2022-07-22,France,35
CUST_0224,2022-07-03,Germany,26
CUST_0225,2022-05-03,UK,42
CUST_0226,2022-09-12,USA,57
CUST_0227,2022-10-21,USA,31
CUST_0228,2022-10-07,UK,42
CUST_0229,2022-11-21,Canada,67
CUST_0230,2022-04-08,USA,39
CUST_0231,2022-07-17,USA,69
CUST_0232,2022-08-28,France,47
CUST_0233,2022-05-24,Australia,37
CUST_0234,2022-04-07,UK,38
CUST_0235,2022-07-20,USA,61
CUST_0236,2022-05-04,USA,49
CUST_0237,2022-07-06,USA,68
CUST_0238,2022-11-22,Australia,63
CUST_0239,2022-12-15,USA,66
CUST_0240,2022-09-16,UK,38
CUST_0241,2022-05-28,USA,52
CUST_0242,2022-09-09,UK,49
CUST_0243,2022-12-12,Canada,47
CUST_0244,2022-05-27,France,56
CUST_0245,2022-05-28,USA,66
CUST_0246,2022-12-18,USA,29
CUST_0247,2022-07-18,USA,58
CUST_0248,2022-11-04,Australia,64
CUST_0249,2022-05-08,France,35
CUST_0250,2022-02-08,UK,38
CUST_0251,2022-12-04,Canada,30
CUST_0252,2022-12-26,Canada,38
CUST_0253,2022-05-09,USA,25
CUST_0254,2022-09-24,Australia,63
CUST_0255,2022-05-31,UK,57
CUST_0256,2022-10-25,USA,63
CUST_0257,2022-04-09,UK,24
CUST_0258,2022-09-20,USA,40
CUST_0259,2022-09-09,USA,61
CUST_0260,2022-05-24,Germany,49
CUST_0261,2022-12-12,USA,28
CUST_0262,2022-04-22,Canada,39
CUST_0263,2022-03-01,USA,39
CUST_0264,2022-01-02,USA,60
CUST_0265,2022-10-31,USA,42
CUST_0266,2022-09-11,USA,39
CUST_0267,2022-05-20,Germany,45
CUST_0268,2022-02-06,USA,46
CUST_0269,2022-06-09,UK,30
CUST_0270,2022-01-09,UK,35
CUST_0271,2022-08-21,Canada,19
CUST_0272,2022-04-09,Australia,46
CUST_0273,2022-05-27,Germany,38
CUST_0274,2022-10-31,USA,32
CUST_0275,2022-07-27,USA,69
CUST_0276,2022-05-11,USA,44
CUST_0277,2022-06-01,UK,67
CUST_0278,2022-02-23,USA,48
CUST_0279,2022-04-30,UK,32
CUST_0280,2022-06-10,UK,68
CUST_0281,2022-04-26,USA,40
CUST_0282,2022-03-16,Germany,41
CUST_0283,2022-04-23,USA,61
CUST_0284,2022-04-14,USA,30
CUST_0285,2022-12-06,Germany,39
CUST_0286,2022-09-11,UK,60
CUST_0287,2022-08-15,Canada,54
CUST_0288,2022-04-22,UK,50
CUST_0289,2022-04-09,USA,20
CUST_0290,2022-06-02,France,36
CUST_0291,2022-12-15,Germany,40
CUST_0292,2022-12-04,Canada,46
CUST_0293,2022-07-13,USA,47
CUST_0294,2022-11-06,UK,56
CUST_0295,2022-06-12,USA,61
CUST_0296,2022-07-27,USA,64
CUST_0297,2022-06-18,Australia,42
CUST_0298,2022-06-10,USA,54
CUST_0299,2022-03-09,Australia,64
CUST_0300,2022-10-16,UK,25
CUST_0301,2022-10-04,USA,59
CUST_0302,2022-10-31,UK,33
CUST_0303,2022-05-15,France,25
CUST_0304,2022-07-14,Germany,18
CUST_0305,2022-05-08,France,61
CUST_0306,2022-02-02,Canada,22
CUST_0307,2022-06-25,Canada,20
CUST_0308,2022-01-22,France,18
CUST_0309,2022-08-26,USA,21
CUST_0310,2022-06-07,UK,57
CUST_0311,2022-02-07,USA,52
CUST_0312,2022-08-18,Australia,49
CUST_0313,2022-12-31,Australia,59
CUST_0314,2022-02-20,USA,51
CUST_0315,2022-09-21,Germany,60
CUST_0316,2022-10-10,Australia,42
CUST_0317,2022-01-27,USA,27
CUST_0318,2022-08-14,UK,38
CUST_0319,2022-10-04,Australia,63
CUST_0320,2022-10-13,USA,56
CUST_0321,2022-04-07,Canada,44
CUST_0322,2022-10-11,USA,44
CUST_0323,2022-11-13,Australia,19
CUST_0324,2022-10-31,Australia,58
CUST_0325,2022-05-27,Australia,65
CUST_0326,2022-01-04,UK,30
CUST_0327,2022-02-04,France,26
CUST_0328,2022-07-11,France,69
CUST_0329,2022-02-18,USA,53
CUST_0330,2022-01-17,France,39
CUST_0331,2022-06-21,USA,59
CUST_0332,2022-08-08,UK,43
CUST_0333,2022-06-07,USA,29
CUST_0334,2022-02-15,USA,34
CUST_0335,2022-01-06,USA,31
CUST_0336,2022-04-09,Canada,31
CUST_0337,2022-08-21,USA,51
CUST_0338,2022-02-06,Germany,37
CUST_0339,2022-10-07,USA,28
CUST_0340,2022-12-15,USA,33
CUST_0341,2022-10-29,UK,68
CUST_0342,2022-06-30,Germany,48
CUST_0343,2022-04-05,USA,23
CUST_0344,2022-04-09,Canada,36
CUST_0345,2022-07-07,France,54
CUST_0346,2022-04-26,Canada,21
CUST_0347,2022-07-10,USA,64
CUST_0348,2022-09-10,USA,21
CUST_0349,2022-06-10,France,37
CUST_0350,2022-09-13,USA,27
CUST_0351,2022-11-19,France,41
CUST_0352,2022-05-08,UK,52
CUST_0353,2022-01-18,Australia,43
CUST_0354,2022-10-08,Germany,54
CUST_0355,2022-08-11,Australia,55
CUST_0356,2022-02-23,USA,38
CUST_0357,2022-02-27,Germany,57
CUST_0358,2022-11-19,UK,56
CUST_0359,2022-12-26,UK,38
CUST_0360,2022-06-23,Canada,27
CUST_0361,2022-10-07,France,55
CUST_0362,2022-04-24,Australia,63
CUST_0363,2022-10-15,Germany,21
CUST_0364,2022-12-08,UK,62
CUST_0365,2022-05-31,UK,37
CUST_0366,2022-05-07,Germany,34
CUST_0367,2022-06-04,USA,24
CUST_0368,2022-09-30,USA,21
CUST_0369,2022-04-14,USA,46
CUST_0370,2022-10-26,USA,31
CUST_0371,2022-09-03,USA,20
CUST_0372,2022-06-25,USA,41
CUST_0373,2022-02-08,USA,54
CUST_0374,2022-06-19,USA,33
CUST_0375,2022-09-04,Australia,69
CUST_0376,2022-01-26,UK,21
CUST_0377,2022-12-21,USA,41
CUST_0378,2022-11-02,Canada,51
CUST_0379,2022-01-13,USA,47
CUST_0380,2022-11-12,Australia,35
CUST_0381,2022-11-09,Germany,36
CUST_0382,2022-02-05,USA,48
CUST_0383,2022-06-22,UK,36
CUST_0384,2022-01-20,France,66
CUST_0385,2022-11-17,Australia,63
CUST_0386,2022-09-21,UK,36
CUST_0387,2022-05-22,Canada,39
CUST_0388,2022-05-23,USA,41
CUST_0389,2022-04-02,Australia,62
CUST_0390,2022-12-20,USA,29
CUST_0391,2022-11-18,Australia,47
CUST_0392,2022-10-15,Canada,55
CUST_0393,2022-08-03,Canada,48
CUST_0394,2022-12-08,UK,53
CUST_0395,2022-02-20,USA,36
CUST_0396,2022-06-02,USA,65
CUST_0397,2022-07-05,USA,62
CUST_0398,2022-03-04,USA,53
CUST_0399,2022-07-09,Germany,47
CUST_0400,2022-05-05,USA,66
CUST_0401,2022-05-30,USA,50
CUST_0402,2022-11-10,Australia,35
CUST_0403,2022-02-27,France,69
CUST_0404,2022-12-08,Australia,66
CUST_0405,2022-11-01,Australia,45
CUST_0406,2022-06-29,USA,64
CUST_0407,2022-06-19,USA,28
CUST_0408,2022-11-22,Germany,62
CUST_0409,2022-09-28,Canada,50
CUST_0410,2022-02-23,USA,34
CUST_0411,2022-04-11,France,23
CUST_0412,2022-09-21,USA,21
CUST_0413,2022-02-22,USA,37
CUST_0414,2022-03-01,UK,65
CUST_0415,2022-04-18,UK,64
CUST_0416,2022-01-05,UK,44
CUST_0417,2022-04-13,USA,32
CUST_0418,2022-07-15,France,23
CUST_0419,2022-09-19,USA,64
CUST_0420,2022-12-31,USA,31
CUST_0421,2022-12-16,France,28
CUST_0422,2022-02-16,Australia,56
CUST_0423,2022-12-21,France,26
CUST_0424,2022-11-07,France,43
CUST_0425,2022-11-04,Canada,33
CUST_0426,2022-05-24,UK,22
CUST_0427,2022-09-26,USA,69
CUST_0428,2022-05-04,UK,27
CUST_0429,2022-04-16,USA,67
CUST_0430,2022-06-07,USA,20
CUST_0431,2022-05-27,Germany,30
CUST_0432,2022-05-25,UK,60
CUST_0433,2022-04-30,USA,66
CUST_0434,2022-11-15,USA,47
CUST_0435,2022-10-02,Canada,62
CUST_0436,2022-04-02,USA,23
CUST_0437,2022-02-27,France,34
CUST_0438,2022-12-12,UK,62
CUST_0439,2022-08-17,UK,68
CUST_0440,2022-04-27,UK,36
CUST_0441,2022-11-14,France,59
CUST_0442,2022-10-06,USA,52
CUST_0443,2022-05-07,Canada,63
CUST_0444,2022-05-09,UK,43
CUST_0445,2022-02-27,USA,68
CUST_0446,2022-05-02,France,22
CUST_0447,2022-01-01,Germany,46
CUST_0448,2022-08-27,Canada,54
CUST_0449,2022-10-17,France,37
CUST_0450,2022-04-06,France,66
CUST_0451,2022-05-06,Germany,38
CUST_0452,2022-04-28,France,27
CUST_0453,2022-02-17,Canada,22
CUST_0454,2022-03-30,Canada,53
CUST_0455,2022-08-25,Canada,23
CUST_0456,2022-09-29,Germany,43
CUST_0457,2022-07-08,USA,21
CUST_0458,2022-07-11,France,56
CUST_0459,2022-03-10,France,56
CUST_0460,2022-10-05,USA,67
CUST_0461,2022-12-15,France,52
CUST_0462,2022-09-04,USA,18
CUST_0463,2022-03-17,USA,41
CUST_0464,2022-06-03,Germany,53
CUST_0465,2022-05-24,USA,23
CUST_0466,2022-03-27,France,58
CUST_0467,2022-07-04,France,63
CUST_0468,2022-10-12,UK,61
CUST_0469,2022-08-08,USA,48
CUST_0470,2022-03-10,USA,37
CUST_0471,2022-02-16,Canada,41
CUST_0472,2022-04-04,Australia,42
CUST_0473,2022-08-26,Canada,53
CUST_0474,2022-07-23,USA,38
CUST_0475,2022-08-06,Canada,47
CUST_0476,2022-12-07,UK,41
CUST_0477,2022-02-08,Germany,61
CUST_0478,2022-04-10,USA,59
CUST_0479,2022-10-16,Germany,47
CUST_0480,2022-09-11,UK,39
CUST_0481,2022-08-10,Australia,45
CUST_0482,2022-12-23,USA,24
CUST_0483,2022-01-23,Canada,52
CUST_0484,2022-09-07,Australia,45
CUST_0485,2022-01-10,USA,31
CUST_0486,2022-09-03,Australia,27
CUST_0487,2022-11-21,Canada,33
CUST_0488,2022-04-10,USA,33
CUST_0489,2022-10-17,USA,48
CUST_0490,2022-06-29,Germany,59
CUST_0491,2022-08-11,USA,42
CUST_0492,2022-09-07,UK,30
CUST_0493,2022-05-27,USA,23
CUST_0494,2022-04-06,Canada,61
CUST_0495,2022-09-14,USA,26
CUST_0496,2022-11-21,France,62
CUST_0497,2022-01-04,Australia,53
CUST_0498,2022-01-16,Australia,60
CUST_0499,2022-10-07,Germany,37
CUST_0500,2022-12-02,USA,35
CUST_0501,2022-09-04,Germany,60
CUST_0502,2022-09-15,USA,38
CUST_0503,2022-06-09,USA,21
CUST_0504,2022-12-06,USA,67
CUST_0505,2022-06-01,UK,50
CUST_0506,2022-06-27,Germany,44
CUST_0507,2022-06-12,Canada,24
CUST_0508,2022-02-02,UK,23
CUST_0509,2022-06-28,USA,32
CUST_0510,2022-04-11,Australia,35
CUST_0511,2022-09-25,UK,49
CUST_0512,2022-11-19,UK,28
CUST_0513,2022-03-06,USA,37
CUST_0514,2022-06-17,Germany,41
CUST_0515,2022-11-26,Canada,32
CUST_0516,2022-02-12,USA,65
CUST_0517,2022-02-13,USA,24
CUST_0518,2022-10-12,Canada,38
CUST_0519,2022-01-12,Canada,59
CUST_0520,2022-04-05,USA,43
CUST_0521,2022-10-29,Australia,61
CUST_0522,2022-09-10,USA,31
CUST_0523,2022-08-30,UK,54
CUST_0524,2022-02-04,Australia,38
CUST_0525,2022-08-03,UK,35
CUST_0526,2022-12-03,Canada,22
CUST_0527,2022-03-31,USA,20
CUST_0528,2022-09-21,USA,40
CUST_0529,2022-04-03,Australia,43
CUST_0530,2022-03-31,UK,54
CUST_0531,2022-04-25,France,41
CUST_0532,2022-04-15,USA,66
CUST_0533,2022-07-15,USA,36
CUST_0534,2022-11-10,USA,68
CUST_0535,2022-04-24,Canada,42
CUST_0536,2022-03-16,USA,38
CUST_0537,2022-08-05,France,29
CUST_0538,2022-10-04,UK,58
CUST_0539,2022-09-06,Australia,50
CUST_0540,2022-06-13,USA,67
CUST_0541,2022-12-23,France,21
CUST_0542,2022-07-11,Germany,59
CUST_0543,2022-08-15,Germany,24
CUST_0544,2022-06-26,France,39
CUST_0545,2022-04-09,Germany,50
CUST_0546,2022-02-05,Canada,34
CUST_0547,2022-04-06,USA,41
CUST_0548,2022-06-01,USA,51
CUST_0549,2022-05-31,Australia,45
CUST_0550,2022-07-09,Canada,60
CUST_0551,2022-08-12,Germany,58
CUST_0552,2022-02-06,UK,56
CUST_0553,2022-09-25,USA,39
CUST_0554,2022-07-02,USA,66
CUST_0555,2022-01-13,Canada,34
CUST_0556,2022-10-06,UK,51
CUST_0557,2022-08-05,USA,23
CUST_0558,2022-12-21,UK,63
CUST_0559,2022-12-27,USA,23
CUST_0560,2022-10-13,UK,51
CUST_0561,2022-09-30,USA,18
CUST_0562,2022-03-03,Germany,27
CUST_0563,2022-03-25,USA,38
CUST_0564,2022-08-05,UK,22
CUST_0565,2022-12-08,USA,19
CUST_0566,2022-07-06,USA,39
CUST_0567,2022-01-19,USA,65
CUST_0568,2022-06-26,UK,19
CUST_0569,2022-04-10,Canada,27
CUST_0570,2022-08-21,USA,51
CUST_0571,2022-03-17,Canada,33
CUST_0572,2022-09-22,France,65
CUST_0573,2022-10-11,Germany,68
CUST_0574,2022-07-25,USA,56
CUST_0575,2022-08-11,UK,39
CUST_0576,2022-02-21,USA,29
CUST_0577,2022-12-05,USA,41
CUST_0578,2022-05-24,Australia,64
CUST_0579,2022-03-10,USA,57
CUST_0580,2022-04-09,UK,55
CUST_0581,2022-01-25,Canada,27
CUST_0582,2022-02-22,Germany,52
CUST_0583,2022-05-31,UK,68
CUST_0584,2022-05-24,USA,66
CUST_0585,2022-02-26,USA,49
CUST_0586,2022-02-08,UK,24
CUST_0587,2022-04-19,USA,38
CUST_0588,2022-06-30,USA,37
CUST_0589,2022-02-11,USA,43
CUST_0590,2022-07-05,USA,21
CUST_0591,2022-08-11,USA,63
CUST_0592,2022-05-02,USA,69
CUST_0593,2022-05-13,UK,39
CUST_0594,2022-06-12,Canada,32
CUST_0595,2022-08-03,France,57
CUST_0596,2022-08-09,USA,38
CUST_0597,2022-08-23,USA,32
CUST_0598,2022-11-27,USA,39
CUST_0599,2022-05-26,Canada,69
CUST_0600,2022-08-27,Germany,45
CUST_0601,2022-03-17,USA,31
CUST_0602,2022-01-09,Australia,44
CUST_0603,2022-03-15,USA,58
CUST_0604,2022-09-10,UK,57
CUST_0605,2022-08-18,Germany,45
CUST_0606,2022-01-07,France,43
CUST_0607,2022-06-23,Germany,66
CUST_0608,2022-05-21,France,19
CUST_0609,2022-06-17,USA,42
CUST_0610,2022-06-19,France,20
CUST_0611,2022-10-10,USA,25
CUST_0612,2022-05-02,France,61
CUST_0613,2022-07-13,UK,50
CUST_0614,2022-01-05,France,59
CUST_0615,2022-01-29,UK,69
CUST_0616,2022-06-14,Canada,52
CUST_0617,2022-12-05,UK,23
CUST_0618,2022-05-16,Germany,56
CUST_0619,2022-12-31,USA,69
CUST_0620,2022-11-17,USA,40
CUST_0621,2022-12-08,USA,42
CUST_0622,2022-05-25,USA,67
CUST_0623,2022-11-23,France,60
CUST_0624,2022-08-05,USA,36
CUST_0625,2022-10-28,Australia,22
CUST_0626,2022-05-12,USA,68
CUST_0627,2022-10-19,USA,28
CUST_0628,2022-03-11,Germany,29
CUST_0629,2022-09-09,Canada,27
CUST_0630,2022-10-02,UK,25
CUST_0631,2022-12-30,UK,41
CUST_0632,2022-07-01,Germany,45
CUST_0633,2022-06-16,USA,58
CUST_0634,2022-04-01,Australia,53
CUST_0635,2022-07-21,Australia,54
CUST_0636,2022-12-12,Canada,38
CUST_0637,2022-01-19,USA,25
CUST_0638,2022-02-08,Canada,26
CUST_0639,2022-05-06,USA,64
CUST_0640,2022-06-22,USA,32
CUST_0641,2022-05-21,USA,65
CUST_0642,2022-08-30,UK,63
CUST_0643,2022-08-08,France,57
CUST_0644,2022-05-06,Germany,35
CUST_0645,2022-02-27,Germany,59
CUST_0646,2022-05-28,UK,37
CUST_0647,2022-11-13,USA,23
CUST_0648,2022-12-27,USA,29
CUST_0649,2022-01-01,Australia,19
CUST_0650,2022-12-14,USA,24
CUST_0651,2022-07-09,France,33
CUST_0652,2022-07-10,UK,20
CUST_0653,2022-11-08,UK,62
CUST_0654,2022-04-27,Germany,20
CUST_0655,2022-05-14,UK,44
CUST_0656,2022-02-27,France,67
CUST_0657,2022-02-13,Australia,60
CUST_0658,2022-06-22,UK,57
CUST_0659,2022-06-09,USA,55
CUST_0660,2022-06-22,UK,50
CUST_0661,2022-11-13,Australia,45
CUST_0662,2022-10-30,USA,18
CUST_0663,2022-05-29,Canada,25
CUST_0664,2022-03-21,Canada,54
CUST_0665,2022-08-01,Germany,49
CUST_0666,2022-07-22,USA,65
CUST_0667,2022-09-09,Germany,60
CUST_0668,2022-08-17,Australia,54
CUST_0669,2022-06-13,USA,21
CUST_0670,2022-08-15,USA,47
CUST_0671,2022-05-27,Australia,23
CUST_0672,2022-01-20,USA,63
CUST_0673,2022-02-16,France,36
CUST_0674,2022-08-21,UK,49
CUST_0675,2022-11-01,USA,26
CUST_0676,2022-01-14,France,29
CUST_0677,2022-05-23,UK,28
CUST_0678,2022-01-01,UK,63
CUST_0679,2022-02-23,USA,33
CUST_0680,2022-09-16,UK,18
CUST_0681,2022-05-24,USA,62
CUST_0682,2022-01-12,USA,38
CUST_0683,2022-11-26,Australia,47
CUST_0684,2022-08-12,USA,30
CUST_0685,2022-09-29,Canada,51
CUST_0686,2022-12-24,USA,21
CUST_0687,2022-06-05,Germany,45
CUST_0688,2022-01-08,USA,55
CUST_0689,2022-05-02,Australia,48
CUST_0690,2022-12-14,UK,44
CUST_0691,2022-06-13,USA,22
CUST_0692,2022-03-31,USA,42
CUST_0693,2022-05-16,USA,20
CUST_0694,2022-07-05,UK,50
CUST_0695,2022-11-12,USA,21
CUST_0696,2022-06-27,France,42
CUST_0697,2022-01-28,UK,37
CUST_0698,2022-08-08,USA,51
CUST_0699,2022-12-23,Canada,43
CUST_0700,2022-02-10,Germany,22
CUST_0701,2022-08-16,USA,52
CUST_0702,2022-07-11,USA,45
CUST_0703,2022-05-25,USA,46
CUST_0704,2022-07-20,Germany,26
CUST_0705,2022-07-31,Canada,69
CUST_0706,2022-08-08,UK,55
CUST_0707,2022-08-28,France,67
CUST_0708,2022-02-15,France,23
CUST_0709,2022-02-04,UK,36
CUST_0710,2022-09-10,France,61
CUST_0711,2022-03-23,USA,28
CUST_0712,2022-09-13,USA,19
CUST_0713,2022-07-16,USA,64
CUST_0714,2022-10-30,USA,61
CUST_0715,2022-01-10,UK,61
CUST_0716,2022-11-08,Australia,26
CUST_0717,2022-10-13,USA,38
CUST_0718,2022-08-30,USA,41
CUST_0719,2022-09-08,UK,51
CUST_0720,2022-12-31,Australia,39
CUST_0721,2022-01-05,USA,20
CUST_0722,2022-04-29,UK,29
CUST_0723,2022-10-16,USA,45
CUST_0724,2022-03-06,USA,47
CUST_0725,2022-05-26,Australia,43
CUST_0726,2022-08-12,Australia,65
CUST_0727,2022-08-27,USA,38
