order_id,customer_id,product_id,order_date,quantity,price,total_amount
ORD_00089,CUST_0288,PROD_020,2023-01-06,1,430.21,430.21
ORD_04340,CUST_0670,PROD_024,2023-01-06,2,295.28,590.56
ORD_01710,CUST_0929,PROD_037,2023-01-06,4,326.45,1305.8
ORD_04612,CUST_0394,PROD_030,2023-01-06,4,91.76,367.04
ORD_02618,CUST_0092,PROD_027,2023-01-06,3,355.74,1067.22
ORD_01851,CUST_0543,PROD_022,2023-01-06,5,221.18,1105.9
ORD_00763,CUST_0881,PROD_012,2023-01-06,1,220.67,220.67
ORD_03411,CUST_0984,PROD_037,2023-01-06,4,326.45,1305.8
ORD_03160,CUST_0009,PROD_006,2023-01-07,1,283.73,283.73
ORD_00321,CUST_0432,PROD_046,2023-01-07,5,116.77,583.85
ORD_01183,CUST_0414,PROD_001,2023-01-07,5,154.57,772.8499999999999
ORD_02679,CUST_0404,PROD_049,2023-01-07,1,347.25,347.25
ORD_04816,CUST_0116,PROD_028,2023-01-07,1,347.32,347.32
ORD_01865,CUST_0153,PROD_046,2023-01-07,5,116.77,583.85
ORD_00858,CUST_0951,PROD_043,2023-01-07,2,341.79,683.58
ORD_03497,CUST_0861,PROD_029,2023-01-08,1,193.53,193.53
ORD_04294,CUST_0031,PROD_049,2023-01-08,4,347.25,1389.0
ORD_02085,CUST_0558,PROD_016,2023-01-08,3,396.6,1189.8000000000002
ORD_00489,CUST_0420,PROD_002,2023-01-08,3,248.14,744.42
ORD_03293,CUST_0446,PROD_025,2023-01-08,1,191.87,191.87
ORD_04634,CUST_0092,PROD_043,2023-01-08,1,341.79,341.79
ORD_00826,CUST_0755,PROD_035,2023-01-08,4,85.69,342.76
ORD_03780,CUST_0474,PROD_018,2023-01-08,4,401.21,1604.84
ORD_00829,CUST_0662,PROD_023,2023-01-08,1,166.24,166.24
ORD_02904,CUST_0942,PROD_013,2023-01-08,3,339.75,1019.25
ORD_04213,CUST_0502,PROD_046,2023-01-08,1,116.77,116.77
ORD_01159,CUST_0486,PROD_045,2023-01-08,5,188.65,943.25
ORD_01141,CUST_0141,PROD_024,2023-01-08,5,295.28,1476.3999999999999
ORD_00029,CUST_0342,PROD_025,2023-01-08,4,191.87,767.48
ORD_03304,CUST_0398,PROD_044,2023-01-08,4,306.83,1227.32
ORD_02041,CUST_0209,PROD_007,2023-01-09,2,178.15,356.3
ORD_04257,CUST_0877,PROD_021,2023-01-09,3,459.15,1377.4499999999998
ORD_00401,CUST_0220,PROD_047,2023-01-09,3,494.14,1482.42
ORD_02138,CUST_0119,PROD_011,2023-01-09,1,349.32,349.32
ORD_00429,CUST_0517,PROD_022,2023-01-09,5,221.18,1105.9
ORD_00780,CUST_0880,PROD_040,2023-01-09,1,45.14,45.14
ORD_01050,CUST_0510,PROD_045,2023-01-09,1,188.65,188.65
ORD_00783,CUST_0595,PROD_042,2023-01-09,1,162.5,162.5
ORD_00211,CUST_0212,PROD_044,2023-01-09,1,306.83,306.83
ORD_00853,CUST_0644,PROD_042,2023-01-09,1,162.5,162.5
ORD_01733,CUST_0392,PROD_017,2023-01-09,2,228.75,457.5
ORD_04644,CUST_0389,PROD_001,2023-01-09,1,154.57,154.57
ORD_01113,CUST_0800,PROD_010,2023-01-09,1,424.35,424.35
ORD_01423,CUST_0533,PROD_045,2023-01-10,4,188.65,754.6
ORD_00129,CUST_0207,PROD_007,2023-01-10,1,178.15,178.15
ORD_01264,CUST_0890,PROD_042,2023-01-10,4,162.5,650.0
ORD_03867,CUST_0745,PROD_021,2023-01-10,1,459.15,459.15
ORD_02252,CUST_0557,PROD_041,2023-01-10,2,210.72,421.44
ORD_01125,CUST_0414,PROD_028,2023-01-10,3,347.32,1041.96
ORD_03792,CUST_0100,PROD_038,2023-01-10,4,322.08,1288.32
ORD_04425,CUST_0582,PROD_038,2023-01-10,5,322.08,1610.3999999999999
ORD_04965,CUST_0158,PROD_029,2023-01-10,3,193.53,580.59
ORD_03759,CUST_0470,PROD_038,2023-01-10,2,322.08,644.16
ORD_00464,CUST_0404,PROD_015,2023-01-10,2,160.09,320.18
ORD_04566,CUST_0744,PROD_027,2023-01-10,2,355.74,711.48
ORD_00607,CUST_0300,PROD_019,2023-01-10,1,412.99,412.99
ORD_02454,CUST_0429,PROD_002,2023-01-10,4,248.14,992.56
ORD_03617,CUST_0378,PROD_014,2023-01-10,3,144.94,434.82
ORD_04500,CUST_0395,PROD_015,2023-01-10,2,160.09,320.18
ORD_04552,CUST_0456,PROD_032,2023-01-11,5,79.87,399.35
ORD_01400,CUST_0863,PROD_027,2023-01-11,4,355.74,1422.96
ORD_02261,CUST_0625,PROD_017,2023-01-11,5,228.75,1143.75
ORD_04597,CUST_0678,PROD_031,2023-01-11,2,220.96,441.92
ORD_04819,CUST_0194,PROD_017,2023-01-11,1,228.75,228.75
ORD_01987,CUST_0387,PROD_006,2023-01-11,1,283.73,283.73
ORD_01160,CUST_0660,PROD_044,2023-01-11,4,306.83,1227.32
ORD_04555,CUST_0276,PROD_037,2023-01-11,1,326.45,326.45
ORD_01857,CUST_0865,PROD_040,2023-01-11,3,45.14,135.42000000000002
ORD_03573,CUST_0848,PROD_018,2023-01-12,4,401.21,1604.84
ORD_03866,CUST_0087,PROD_005,2023-01-12,5,70.27,351.34999999999997
ORD_04214,CUST_0633,PROD_015,2023-01-12,2,160.09,320.18
ORD_01108,CUST_0021,PROD_032,2023-01-12,2,79.87,159.74
ORD_00232,CUST_0453,PROD_043,2023-01-12,5,341.79,1708.95
ORD_03461,CUST_0597,PROD_036,2023-01-12,4,22.47,89.88
ORD_01914,CUST_0557,PROD_045,2023-01-12,4,188.65,754.6
ORD_04690,CUST_0993,PROD_026,2023-01-12,3,304.53,913.5899999999999
ORD_04378,CUST_0561,PROD_005,2023-01-12,1,70.27,70.27
ORD_00216,CUST_0877,PROD_043,2023-01-12,3,341.79,1025.3700000000001
ORD_01150,CUST_0289,PROD_039,2023-01-13,1,176.9,176.9
ORD_01584,CUST_0907,PROD_007,2023-01-13,4,178.15,712.6
ORD_01992,CUST_0238,PROD_022,2023-01-13,3,221.18,663.54
ORD_02843,CUST_0390,PROD_008,2023-01-13,1,367.3,367.3
ORD_02335,CUST_0660,PROD_018,2023-01-13,3,401.21,1203.6299999999999
ORD_03484,CUST_0904,PROD_016,2023-01-13,4,396.6,1586.4
ORD_02408,CUST_0482,PROD_032,2023-01-14,2,79.87,159.74
ORD_02390,CUST_0091,PROD_033,2023-01-14,4,446.15,1784.6
ORD_00882,CUST_0915,PROD_013,2023-01-14,2,339.75,679.5
ORD_03601,CUST_0283,PROD_034,2023-01-14,1,179.48,179.48
ORD_04390,CUST_0112,PROD_018,2023-01-14,5,401.21,2006.05
ORD_00803,CUST_0620,PROD_023,2023-01-15,1,166.24,166.24
ORD_03101,CUST_0853,PROD_022,2023-01-15,3,221.18,663.54
ORD_02418,CUST_0520,PROD_047,2023-01-15,5,494.14,2470.7
ORD_01037,CUST_0333,PROD_012,2023-01-15,4,220.67,882.68
ORD_01393,CUST_0820,PROD_036,2023-01-15,1,22.47,22.47
ORD_00314,CUST_0935,PROD_008,2023-01-15,2,367.3,734.6
ORD_02894,CUST_0430,PROD_034,2023-01-15,2,179.48,358.96
ORD_03098,CUST_0668,PROD_035,2023-01-15,2,85.69,171.38
ORD_03860,CUST_0980,PROD_016,2023-01-15,2,396.6,793.2
ORD_00526,CUST_0144,PROD_003,2023-01-15,2,292.83,585.66
ORD_01578,CUST_0758,PROD_002,2023-01-15,1,248.14,248.14
ORD_03978,CUST_0409,PROD_049,2023-01-15,2,347.25,694.5
ORD_02941,CUST_0040,PROD_025,2023-01-15,3,191.87,575.61
ORD_02913,CUST_0075,PROD_035,2023-01-15,4,85.69,342.76
ORD_02080,CUST_0737,PROD_005,2023-01-15,5,70.27,351.34999999999997
ORD_03195,CUST_0118,PROD_032,2023-01-16,5,79.87,399.35
ORD_01742,CUST_0745,PROD_042,2023-01-16,4,162.5,650.0
ORD_03184,CUST_0270,PROD_034,2023-01-16,3,179.48,538.4399999999999
ORD_04652,CUST_0158,PROD_042,2023-01-16,3,162.5,487.5
ORD_02409,CUST_0848,PROD_024,2023-01-16,1,295.28,295.28
ORD_02547,CUST_0758,PROD_027,2023-01-16,1,355.74,355.74
ORD_00677,CUST_0858,PROD_036,2023-01-16,2,22.47,44.94
ORD_01350,CUST_0991,PROD_007,2023-01-16,4,178.15,712.6
ORD_02697,CUST_0182,PROD_038,2023-01-16,5,322.08,1610.3999999999999
ORD_01592,CUST_0339,PROD_025,2023-01-16,2,191.87,383.74
ORD_02310,CUST_0409,PROD_033,2023-01-16,3,446.15,1338.4499999999998
ORD_04377,CUST_0023,PROD_011,2023-01-16,1,349.32,349.32
ORD_01767,CUST_0525,PROD_009,2023-01-17,3,329.62,988.86
ORD_01502,CUST_0181,PROD_048,2023-01-17,3,232.46,697.38
ORD_00891,CUST_0741,PROD_010,2023-01-17,1,424.35,424.35
ORD_01654,CUST_0040,PROD_009,2023-01-17,4,329.62,1318.48
ORD_02571,CUST_0975,PROD_046,2023-01-17,1,116.77,116.77
ORD_02051,CUST_0066,PROD_010,2023-01-17,4,424.35,1697.4
ORD_02790,CUST_0391,PROD_018,2023-01-17,2,401.21,802.42
ORD_02668,CUST_0358,PROD_033,2023-01-17,2,446.15,892.3
ORD_02054,CUST_0495,PROD_018,2023-01-18,3,401.21,1203.6299999999999
ORD_04669,CUST_0318,PROD_010,2023-01-18,5,424.35,2121.75
ORD_02012,CUST_0394,PROD_026,2023-01-18,2,304.53,609.06
ORD_02827,CUST_0875,PROD_013,2023-01-18,3,339.75,1019.25
ORD_00888,CUST_0574,PROD_009,2023-01-18,2,329.62,659.24
ORD_00847,CUST_0355,PROD_004,2023-01-18,4,31.43,125.72
ORD_01629,CUST_0747,PROD_008,2023-01-18,1,367.3,367.3
ORD_04225,CUST_0325,PROD_024,2023-01-18,5,295.28,1476.3999999999999
ORD_00976,CUST_0049,PROD_010,2023-01-19,2,424.35,848.7
ORD_02989,CUST_0668,PROD_049,2023-01-19,1,347.25,347.25
ORD_03082,CUST_0212,PROD_006,2023-01-19,4,283.73,1134.92
ORD_04152,CUST_0707,PROD_034,2023-01-19,5,179.48,897.4
ORD_01693,CUST_0320,PROD_036,2023-01-19,5,22.47,112.35
ORD_03039,CUST_0847,PROD_024,2023-01-20,3,295.28,885.8399999999999
ORD_02079,CUST_0142,PROD_046,2023-01-20,5,116.77,583.85
ORD_04540,CUST_0061,PROD_040,2023-01-20,1,45.14,45.14
ORD_02047,CUST_0985,PROD_046,2023-01-20,3,116.77,350.31
ORD_00102,CUST_0814,PROD_013,2023-01-20,1,339.75,339.75
ORD_04694,CUST_0580,PROD_045,2023-01-20,3,188.65,565.95
ORD_00724,CUST_0018,PROD_011,2023-01-20,4,349.32,1397.28
ORD_03439,CUST_0220,PROD_013,2023-01-20,5,339.75,1698.75
ORD_04739,CUST_0520,PROD_033,2023-01-20,2,446.15,892.3
ORD_04637,CUST_0877,PROD_015,2023-01-20,3,160.09,480.27
ORD_03690,CUST_0191,PROD_049,2023-01-20,5,347.25,1736.25
ORD_04946,CUST_0516,PROD_004,2023-01-20,4,31.43,125.72
ORD_00383,CUST_0031,PROD_019,2023-01-20,5,412.99,2064.95
ORD_01091,CUST_0290,PROD_003,2023-01-20,3,292.83,878.49
ORD_04322,CUST_0800,PROD_048,2023-01-20,2,232.46,464.92
ORD_01957,CUST_0764,PROD_048,2023-01-21,3,232.46,697.38
ORD_03312,CUST_0414,PROD_006,2023-01-21,1,283.73,283.73
ORD_00567,CUST_0050,PROD_022,2023-01-21,4,221.18,884.72
ORD_04393,CUST_0104,PROD_031,2023-01-21,3,220.96,662.88
ORD_02125,CUST_0129,PROD_019,2023-01-21,5,412.99,2064.95
ORD_02634,CUST_0745,PROD_014,2023-01-22,4,144.94,579.76
ORD_00077,CUST_0031,PROD_014,2023-01-22,3,144.94,434.82
ORD_03040,CUST_0996,PROD_014,2023-01-22,1,144.94,144.94
ORD_04299,CUST_0032,PROD_031,2023-01-22,2,220.96,441.92
ORD_00317,CUST_0148,PROD_026,2023-01-22,5,304.53,1522.6499999999999
ORD_00044,CUST_0156,PROD_041,2023-01-22,3,210.72,632.16
ORD_04797,CUST_0307,PROD_028,2023-01-22,5,347.32,1736.6
ORD_03801,CUST_0262,PROD_016,2023-01-23,2,396.6,793.2
ORD_00903,CUST_0984,PROD_029,2023-01-23,1,193.53,193.53
ORD_03995,CUST_0656,PROD_011,2023-01-23,3,349.32,1047.96
ORD_00733,CUST_0925,PROD_049,2023-01-23,1,347.25,347.25
ORD_01083,CUST_0721,PROD_006,2023-01-23,5,283.73,1418.65
ORD_03347,CUST_0997,PROD_001,2023-01-23,3,154.57,463.71
ORD_01587,CUST_0809,PROD_034,2023-01-23,1,179.48,179.48
ORD_02704,CUST_0685,PROD_041,2023-01-23,3,210.72,632.16
ORD_01685,CUST_0849,PROD_035,2023-01-23,4,85.69,342.76
ORD_01462,CUST_0227,PROD_009,2023-01-23,2,329.62,659.24
ORD_01952,CUST_0680,PROD_023,2023-01-24,5,166.24,831.2
ORD_04980,CUST_0085,PROD_036,2023-01-24,4,22.47,89.88
ORD_03539,CUST_0737,PROD_007,2023-01-24,2,178.15,356.3
ORD_02551,CUST_0392,PROD_026,2023-01-24,1,304.53,304.53
ORD_02256,CUST_0837,PROD_015,2023-01-24,3,160.09,480.27
ORD_00095,CUST_0984,PROD_022,2023-01-24,3,221.18,663.54
ORD_02682,CUST_0546,PROD_032,2023-01-24,5,79.87,399.35
ORD_01937,CUST_0433,PROD_017,2023-01-24,3,228.75,686.25
ORD_00001,CUST_0021,PROD_047,2023-01-24,1,494.14,494.14
ORD_00637,CUST_0858,PROD_036,2023-01-24,4,22.47,89.88
ORD_03077,CUST_0410,PROD_038,2023-01-24,1,322.08,322.08
ORD_03226,CUST_0568,PROD_013,2023-01-24,4,339.75,1359.0
ORD_01667,CUST_0470,PROD_038,2023-01-24,1,322.08,322.08
ORD_01221,CUST_0793,PROD_010,2023-01-25,3,424.35,1273.0500000000002
ORD_01683,CUST_0049,PROD_013,2023-01-25,5,339.75,1698.75
ORD_04222,CUST_0991,PROD_014,2023-01-25,3,144.94,434.82
ORD_02203,CUST_0408,PROD_042,2023-01-25,2,162.5,325.0
ORD_02027,CUST_0030,PROD_047,2023-01-25,4,494.14,1976.56
ORD_01836,CUST_0872,PROD_030,2023-01-25,2,91.76,183.52
ORD_01718,CUST_0861,PROD_038,2023-01-25,4,322.08,1288.32
ORD_02631,CUST_0414,PROD_014,2023-01-25,1,144.94,144.94
ORD_00218,CUST_0608,PROD_021,2023-01-25,1,459.15,459.15
ORD_04916,CUST_0912,PROD_001,2023-01-25,5,154.57,772.8499999999999
ORD_01033,CUST_0394,PROD_024,2023-01-25,2,295.28,590.56
ORD_04718,CUST_0226,PROD_001,2023-01-25,1,154.57,154.57
ORD_01977,CUST_0553,PROD_014,2023-01-25,2,144.94,289.88
ORD_04572,CUST_0214,PROD_031,2023-01-25,3,220.96,662.88
ORD_03264,CUST_0866,PROD_012,2023-01-25,3,220.67,662.01
ORD_01941,CUST_0289,PROD_044,2023-01-25,1,306.83,306.83
ORD_04117,CUST_0625,PROD_028,2023-01-25,3,347.32,1041.96
ORD_00009,CUST_0752,PROD_041,2023-01-25,1,210.72,210.72
ORD_00304,CUST_0313,PROD_041,2023-01-25,5,210.72,1053.6
ORD_04430,CUST_0425,PROD_010,2023-01-26,5,424.35,2121.75
ORD_04270,CUST_0516,PROD_022,2023-01-26,5,221.18,1105.9
ORD_03092,CUST_0014,PROD_029,2023-01-26,5,193.53,967.65
ORD_03396,CUST_0414,PROD_028,2023-01-26,1,347.32,347.32
ORD_00536,CUST_0578,PROD_028,2023-01-26,3,347.32,1041.96
ORD_03654,CUST_0578,PROD_013,2023-01-26,3,339.75,1019.25
ORD_01309,CUST_0344,PROD_018,2023-01-26,3,401.21,1203.6299999999999
ORD_01680,CUST_0051,PROD_028,2023-01-26,3,347.32,1041.96
ORD_03669,CUST_0334,PROD_021,2023-01-27,2,459.15,918.3
ORD_00662,CUST_0580,PROD_038,2023-01-27,3,322.08,966.24
ORD_02511,CUST_0160,PROD_017,2023-01-27,4,228.75,915.0
ORD_02703,CUST_0264,PROD_036,2023-01-27,3,22.47,67.41
ORD_00673,CUST_0212,PROD_036,2023-01-27,4,22.47,89.88
ORD_02122,CUST_0785,PROD_004,2023-01-27,3,31.43,94.28999999999999
ORD_02923,CUST_0235,PROD_019,2023-01-27,1,412.99,412.99
ORD_03260,CUST_0796,PROD_049,2023-01-27,1,347.25,347.25
ORD_04802,CUST_0543,PROD_010,2023-01-27,3,424.35,1273.0500000000002
ORD_04890,CUST_0252,PROD_048,2023-01-27,4,232.46,929.84
ORD_01627,CUST_0717,PROD_014,2023-01-27,1,144.94,144.94
ORD_00198,CUST_0983,PROD_030,2023-01-28,2,91.76,183.52
ORD_04788,CUST_0064,PROD_034,2023-01-28,1,179.48,179.48
ORD_01101,CUST_0086,PROD_047,2023-01-28,1,494.14,494.14
ORD_04544,CUST_0516,PROD_025,2023-01-28,4,191.87,767.48
ORD_03069,CUST_0571,PROD_033,2023-01-28,5,446.15,2230.75
ORD_01441,CUST_0766,PROD_040,2023-01-28,3,45.14,135.42000000000002
ORD_00039,CUST_0439,PROD_020,2023-01-28,4,430.21,1720.84
ORD_03456,CUST_0165,PROD_037,2023-01-28,1,326.45,326.45
ORD_00992,CUST_0361,PROD_028,2023-01-28,1,347.32,347.32
ORD_02524,CUST_0720,PROD_031,2023-01-28,1,220.96,220.96
ORD_01112,CUST_0574,PROD_011,2023-02-01,4,349.32,1397.28
ORD_02416,CUST_0068,PROD_050,2023-02-01,3,78.87,236.61
ORD_02360,CUST_0708,PROD_008,2023-02-01,2,367.3,734.6
ORD_01194,CUST_0905,PROD_020,2023-02-01,3,430.21,1290.6299999999999
ORD_04256,CUST_0677,PROD_036,2023-02-01,5,22.47,112.35
ORD_03081,CUST_0394,PROD_033,2023-02-01,2,446.15,892.3
ORD_01080,CUST_0680,PROD_017,2023-02-01,4,228.75,915.0
ORD_04758,CUST_0180,PROD_022,2023-02-01,1,221.18,221.18
ORD_02151,CUST_0257,PROD_007,2023-02-01,1,178.15,178.15
ORD_00582,CUST_0050,PROD_029,2023-02-01,3,193.53,580.59
ORD_00674,CUST_0060,PROD_030,2023-02-02,2,91.76,183.52
ORD_00078,CUST_0409,PROD_030,2023-02-02,4,91.76,367.04
ORD_04218,CUST_0736,PROD_046,2023-02-02,1,116.77,116.77
ORD_01165,CUST_0394,PROD_025,2023-02-02,4,191.87,767.48
ORD_02268,CUST_0163,PROD_026,2023-02-02,3,304.53,913.5899999999999
ORD_00481,CUST_0664,PROD_028,2023-02-02,1,347.32,347.32
ORD_00797,CUST_0081,PROD_037,2023-02-02,5,326.45,1632.25
ORD_04121,CUST_0217,PROD_044,2023-02-02,1,306.83,306.83
ORD_03862,CUST_0021,PROD_007,2023-02-02,2,178.15,356.3
ORD_01492,CUST_0309,PROD_024,2023-02-02,3,295.28,885.8399999999999
ORD_01908,CUST_0558,PROD_019,2023-02-02,4,412.99,1651.96
ORD_01905,CUST_0283,PROD_003,2023-02-02,5,292.83,1464.1499999999999
ORD_03633,CUST_0941,PROD_034,2023-02-02,3,179.48,538.4399999999999
ORD_04248,CUST_0626,PROD_013,2023-02-02,1,339.75,339.75
ORD_04551,CUST_0118,PROD_023,2023-02-02,4,166.24,664.96
ORD_04259,CUST_0758,PROD_012,2023-02-02,4,220.67,882.68
ORD_02951,CUST_0231,PROD_023,2023-02-02,1,166.24,166.24
ORD_00109,CUST_0224,PROD_044,2023-02-03,4,306.83,1227.32
ORD_03878,CUST_0848,PROD_029,2023-02-03,2,193.53,387.06
ORD_04865,CUST_0501,PROD_002,2023-02-03,3,248.14,744.42
ORD_02556,CUST_0082,PROD_033,2023-02-03,4,446.15,1784.6
ORD_00654,CUST_0092,PROD_011,2023-02-03,5,349.32,1746.6
ORD_02292,CUST_0245,PROD_008,2023-02-03,5,367.3,1836.5
ORD_04241,CUST_0070,PROD_010,2023-02-03,3,424.35,1273.0500000000002
ORD_01681,CUST_0837,PROD_010,2023-02-03,5,424.35,2121.75
ORD_03879,CUST_0713,PROD_035,2023-02-03,4,85.69,342.76
ORD_00444,CUST_0073,PROD_026,2023-02-03,3,304.53,913.5899999999999
ORD_01306,CUST_0996,PROD_028,2023-02-03,2,347.32,694.64
ORD_03635,CUST_0718,PROD_027,2023-02-03,5,355.74,1778.7
ORD_04318,CUST_0527,PROD_045,2023-02-03,4,188.65,754.6
ORD_02915,CUST_0963,PROD_037,2023-02-03,3,326.45,979.3499999999999
ORD_03363,CUST_0417,PROD_046,2023-02-03,2,116.77,233.54
ORD_04467,CUST_0630,PROD_007,2023-02-04,5,178.15,890.75
ORD_03410,CUST_0510,PROD_045,2023-02-04,2,188.65,377.3
ORD_02448,CUST_0567,PROD_046,2023-02-04,4,116.77,467.08
ORD_04480,CUST_0493,PROD_030,2023-02-04,2,91.76,183.52
ORD_01816,CUST_0890,PROD_033,2023-02-04,3,446.15,1338.4499999999998
ORD_01443,CUST_0608,PROD_047,2023-02-04,5,494.14,2470.7
ORD_03358,CUST_0325,PROD_027,2023-02-04,5,355.74,1778.7
ORD_00974,CUST_0543,PROD_013,2023-02-04,4,339.75,1359.0
ORD_02895,CUST_0377,PROD_009,2023-02-04,3,329.62,988.86
ORD_01974,CUST_0502,PROD_024,2023-02-04,1,295.28,295.28
ORD_04060,CUST_0040,PROD_039,2023-02-04,4,176.9,707.6
ORD_02346,CUST_0419,PROD_009,2023-02-04,1,329.62,329.62
ORD_02546,CUST_0372,PROD_049,2023-02-04,2,347.25,694.5
ORD_01087,CUST_0255,PROD_029,2023-02-04,3,193.53,580.59
ORD_03094,CUST_0796,PROD_026,2023-02-04,1,304.53,304.53
ORD_00411,CUST_0795,PROD_017,2023-02-04,2,228.75,457.5
ORD_01313,CUST_0214,PROD_021,2023-02-04,4,459.15,1836.6
ORD_04722,CUST_0375,PROD_027,2023-02-04,3,355.74,1067.22
ORD_01904,CUST_0436,PROD_037,2023-02-04,5,326.45,1632.25
ORD_02592,CUST_0590,PROD_025,2023-02-04,2,191.87,383.74
ORD_02965,CUST_0726,PROD_038,2023-02-04,5,322.08,1610.3999999999999
ORD_02068,CUST_0307,PROD_025,2023-02-04,4,191.87,767.48
ORD_00116,CUST_0745,PROD_012,2023-02-05,5,220.67,1103.35
ORD_01177,CUST_0657,PROD_035,2023-02-05,3,85.69,257.07
ORD_04356,CUST_0377,PROD_039,2023-02-05,2,176.9,353.8
ORD_00476,CUST_0617,PROD_019,2023-02-05,1,412.99,412.99
ORD_02236,CUST_0721,PROD_016,2023-02-05,4,396.6,1586.4
ORD_02901,CUST_0656,PROD_043,2023-02-05,5,341.79,1708.95
ORD_01883,CUST_0766,PROD_039,2023-02-05,2,176.9,353.8
ORD_02503,CUST_0506,PROD_048,2023-02-05,3,232.46,697.38
ORD_00657,CUST_0659,PROD_006,2023-02-05,2,283.73,567.46
ORD_03686,CUST_0046,PROD_021,2023-02-05,2,459.15,918.3
ORD_02031,CUST_0118,PROD_026,2023-02-05,3,304.53,913.5899999999999
ORD_01396,CUST_0967,PROD_033,2023-02-05,3,446.15,1338.4499999999998
ORD_03062,CUST_0983,PROD_007,2023-02-05,4,178.15,712.6
ORD_02078,CUST_0923,PROD_008,2023-02-05,4,367.3,1469.2
ORD_03843,CUST_0323,PROD_019,2023-02-05,5,412.99,2064.95
ORD_00708,CUST_0699,PROD_011,2023-02-05,4,349.32,1397.28
ORD_04769,CUST_0011,PROD_025,2023-02-05,4,191.87,767.48
