customer_id,join_date,country,age,recency,frequency,monetary
CUST_0091,2022-02-10,USA,34,103.0,2.0,2763.95
CUST_0092,2022-06-06,UK,52,13.0,14.0,8326.86
CUST_0093,2022-01-15,UK,66,999.0,0.0,0.0
CUST_0094,2022-10-28,Canada,28,78.0,1.0,772.8499999999999
CUST_0095,2022-03-06,USA,38,13.0,12.0,11053.119999999999
CUST_0096,2022-12-11,France,69,5.0,3.0,1354.3600000000001
CUST_0097,2022-11-23,Australia,43,8.0,9.0,10196.35
CUST_0098,2022-01-09,UK,21,2.0,10.0,4798.2
CUST_0099,2022-12-10,Canada,51,999.0,0.0,0.0
CUST_0100,2022-05-09,Australia,69,33.0,7.0,4590.09
CUST_0101,2022-05-16,Germany,65,34.0,4.0,1308.05
CUST_0102,2022-03-04,USA,35,40.0,3.0,1664.77
CUST_0103,2022-05-19,UK,57,170.0,2.0,870.67
CUST_0104,2022-03-22,Canada,52,88.0,10.0,6972.28
CUST_0105,2022-06-12,UK,58,999.0,0.0,0.0
CUST_0106,2022-10-16,Germany,46,48.0,4.0,4054.46
CUST_0107,2022-09-18,Australia,69,31.0,6.0,5550.39
CUST_0108,2022-08-19,Australia,46,8.0,11.0,5460.889999999999
CUST_0109,2022-02-10,UK,55,8.0,6.0,4820.51
CUST_0110,2022-01-28,USA,59,999.0,0.0,0.0
CUST_0111,2022-05-15,Australia,38,62.0,2.0,511.44000000000005
CUST_0112,2022-07-20,France,59,349.0,1.0,2006.05
CUST_0113,2022-11-24,USA,30,14.0,6.0,7932.55
CUST_0114,2022-09-25,Australia,66,999.0,0.0,0.0
CUST_0115,2022-02-02,France,58,49.0,2.0,825.48
CUST_0116,2022-02-17,UK,34,3.0,27.0,17541.95
CUST_0117,2022-03-03,UK,26,999.0,0.0,0.0
CUST_0118,2022-08-04,USA,58,13.0,40.0,27098.46
CUST_0119,2022-10-20,USA,18,18.0,7.0,5973.21
CUST_0120,2022-04-09,USA,19,73.0,5.0,4661.02
CUST_0121,2022-06-21,France,65,999.0,0.0,0.0
CUST_0122,2022-12-26,USA,46,999.0,0.0,0.0
CUST_0123,2022-08-02,USA,50,57.0,6.0,5553.63
CUST_0124,2022-02-04,USA,27,15.0,5.0,3126.8
CUST_0125,2022-08-15,UK,67,47.0,6.0,4397.81
CUST_0126,2022-04-11,Australia,57,143.0,1.0,1469.2
CUST_0127,2022-05-11,USA,38,28.0,8.0,5749.45
CUST_0128,2022-09-14,USA,45,1.0,5.0,4909.05
CUST_0129,2022-01-05,Germany,28,70.0,5.0,5436.98
CUST_0130,2022-08-06,UK,51,9.0,9.0,8058.68
CUST_0131,2022-09-12,USA,25,20.0,7.0,4005.55
CUST_0132,2022-12-25,UK,39,17.0,4.0,3416.8
CUST_0133,2022-10-10,USA,25,999.0,0.0,0.0
CUST_0134,2022-07-26,USA,66,7.0,4.0,2807.55
CUST_0135,2022-01-15,UK,32,999.0,0.0,0.0
CUST_0136,2022-12-12,UK,34,47.0,4.0,3796.71
CUST_0137,2022-02-11,Australia,40,23.0,1.0,428.45
CUST_0138,2022-06-28,USA,41,999.0,0.0,0.0
CUST_0139,2022-03-04,UK,62,245.0,2.0,2333.62
CUST_0140,2022-12-18,Canada,36,179.0,1.0,1708.95
CUST_0141,2022-08-19,USA,22,15.0,10.0,10919.96
CUST_0142,2022-08-29,Canada,49,36.0,17.0,16428.18
CUST_0143,2022-02-21,USA,61,999.0,0.0,0.0
CUST_0144,2022-04-06,Australia,18,7.0,15.0,10558.06
CUST_0145,2022-08-10,USA,40,4.0,6.0,2197.95
CUST_0146,2022-08-19,UK,54,306.0,1.0,1397.28
CUST_0147,2022-08-25,USA,25,999.0,0.0,0.0
CUST_0148,2022-05-23,Australia,30,131.0,6.0,6953.18
CUST_0149,2022-06-20,UK,25,8.0,14.0,9249.84
CUST_0150,2022-01-29,UK,40,102.0,1.0,70.27
CUST_0151,2022-02-05,USA,60,999.0,0.0,0.0
CUST_0152,2022-01-13,Germany,18,999.0,0.0,0.0
CUST_0153,2022-06-09,USA,62,26.0,5.0,3279.4500000000003
CUST_0154,2022-11-23,France,68,36.0,4.0,1920.78
CUST_0155,2022-07-06,USA,41,999.0,0.0,0.0
CUST_0156,2022-08-31,USA,52,6.0,3.0,1748.77
CUST_0157,2022-03-27,USA,41,14.0,14.0,11096.73
CUST_0158,2022-10-11,UK,34,1.0,15.0,13206.7
CUST_0159,2022-03-07,UK,22,13.0,1.0,457.5
CUST_0160,2022-06-19,USA,37,9.0,12.0,10605.75
CUST_0161,2022-02-14,Germany,38,119.0,1.0,166.24
CUST_0162,2022-03-03,UK,57,80.0,3.0,2612.59
CUST_0163,2022-05-14,UK,48,330.0,1.0,913.59
CUST_0164,2022-10-11,UK,63,40.0,4.0,4028.17
CUST_0165,2022-01-28,UK,53,11.0,16.0,9434.880000000001
CUST_0166,2022-04-18,UK,28,71.0,6.0,4260.03
CUST_0167,2022-02-13,USA,69,999.0,0.0,0.0
CUST_0168,2022-12-06,USA,32,17.0,4.0,3379.38
CUST_0169,2022-10-13,France,36,264.0,1.0,1377.4499999999998
CUST_0170,2022-11-27,Australia,24,18.0,13.0,8844.19
CUST_0171,2022-05-08,USA,68,242.0,1.0,498.72
CUST_0172,2022-12-14,USA,45,49.0,4.0,1839.88
CUST_0173,2022-08-19,Canada,68,15.0,3.0,1197.45
CUST_0174,2022-07-09,UK,60,24.0,4.0,2571.83
CUST_0175,2022-08-13,USA,22,999.0,0.0,0.0
CUST_0176,2022-10-10,USA,22,16.0,8.0,6810.16
CUST_0177,2022-05-01,Germany,47,35.0,2.0,2543.19
CUST_0178,2022-04-26,Canada,49,5.0,9.0,5079.58
CUST_0179,2022-08-21,USA,25,8.0,13.0,9917.51
CUST_0180,2022-09-16,USA,27,1.0,8.0,5001.47
CUST_0181,2022-12-25,USA,55,9.0,3.0,3366.83
CUST_0182,2022-07-17,Canada,64,65.0,8.0,7702.77
CUST_0183,2022-05-17,USA,49,181.0,2.0,1042.98
CUST_0184,2022-11-14,USA,65,72.0,8.0,4638.7300000000005
CUST_0185,2022-06-14,Germany,45,68.0,3.0,1077.33
CUST_0186,2022-08-13,USA,34,37.0,4.0,2076.63
CUST_0187,2022-11-03,Canada,48,14.0,2.0,873.6
CUST_0188,2022-08-22,USA,25,999.0,0.0,0.0
CUST_0189,2022-06-21,USA,57,39.0,4.0,2750.19
CUST_0190,2022-06-01,USA,42,999.0,0.0,0.0
CUST_0191,2022-11-11,Germany,26,16.0,6.0,5680.59
CUST_0192,2022-06-09,France,19,47.0,1.0,712.6
CUST_0193,2022-04-06,France,32,999.0,0.0,0.0
CUST_0194,2022-08-21,USA,67,352.0,1.0,228.75
CUST_0195,2022-06-29,Canada,20,999.0,0.0,0.0
CUST_0196,2022-04-23,USA,66,279.0,2.0,1191.61
CUST_0197,2022-11-14,USA,53,9.0,8.0,6749.46
CUST_0198,2022-02-21,France,21,999.0,0.0,0.0
CUST_0199,2022-09-25,USA,31,19.0,10.0,7697.52
CUST_0200,2022-10-22,USA,58,999.0,0.0,0.0
CUST_0201,2022-04-23,USA,58,999.0,0.0,0.0
CUST_0202,2022-04-11,USA,42,26.0,6.0,2632.45
CUST_0203,2022-04-23,USA,67,51.0,2.0,1581.31
CUST_0204,2022-03-22,UK,27,999.0,0.0,0.0
CUST_0205,2022-07-06,UK,38,37.0,6.0,5342.57
CUST_0206,2022-04-23,France,53,105.0,2.0,849.0699999999999
CUST_0207,2022-01-02,France,29,5.0,19.0,11828.26
CUST_0208,2022-05-10,USA,44,166.0,3.0,3511.13
CUST_0209,2022-08-08,USA,57,36.0,5.0,3622.48
CUST_0210,2022-02-23,USA,19,40.0,9.0,7571.84
CUST_0211,2022-12-09,UK,30,13.0,3.0,804.65
CUST_0212,2022-08-12,USA,49,44.0,10.0,8089.8099999999995
CUST_0213,2022-08-13,Canada,48,115.0,2.0,1702.1000000000001
CUST_0214,2022-05-06,UK,33,34.0,13.0,10104.65
CUST_0215,2022-05-10,UK,49,999.0,0.0,0.0
CUST_0216,2022-02-22,UK,49,179.0,3.0,2783.15
CUST_0217,2022-06-21,USA,51,42.0,3.0,2209.2799999999997
CUST_0218,2022-08-06,Australia,28,323.0,1.0,1367.16
CUST_0219,2022-06-09,Germany,27,15.0,5.0,1876.85
CUST_0220,2022-07-17,USA,32,9.0,7.0,6022.15
CUST_0221,2022-09-04,France,34,999.0,0.0,0.0
CUST_0222,2022-11-20,UK,57,12.0,2.0,233.65
CUST_0223,2022-07-22,France,35,63.0,5.0,4508.76
CUST_0224,2022-07-03,Germany,26,96.0,5.0,5488.7699999999995
CUST_0225,2022-05-03,UK,42,7.0,20.0,14663.96
CUST_0226,2022-09-12,USA,57,7.0,13.0,9090.52
CUST_0227,2022-10-21,USA,31,43.0,14.0,12137.43
CUST_0228,2022-10-07,UK,42,15.0,7.0,7322.91
CUST_0229,2022-11-21,Canada,67,16.0,3.0,2381.0
CUST_0230,2022-04-08,USA,39,999.0,0.0,0.0
CUST_0231,2022-07-17,USA,69,13.0,10.0,6748.18
CUST_0232,2022-08-28,France,47,62.0,7.0,3428.78
CUST_0233,2022-05-24,Australia,37,999.0,0.0,0.0
CUST_0234,2022-04-07,UK,38,22.0,2.0,2096.6
CUST_0235,2022-07-20,USA,61,4.0,13.0,8821.0
CUST_0236,2022-05-04,USA,49,24.0,4.0,2379.1
CUST_0237,2022-07-06,USA,68,8.0,5.0,3283.94
CUST_0238,2022-11-22,Australia,63,63.0,3.0,1506.1399999999999
CUST_0239,2022-12-15,USA,66,193.0,1.0,356.3
CUST_0240,2022-09-16,UK,38,132.0,1.0,233.54
CUST_0241,2022-05-28,USA,52,23.0,3.0,1365.22
CUST_0242,2022-09-09,UK,49,999.0,0.0,0.0
CUST_0243,2022-12-12,Canada,47,39.0,7.0,7631.9
CUST_0244,2022-05-27,France,56,69.0,2.0,357.46000000000004
CUST_0245,2022-05-28,USA,66,6.0,11.0,8205.09
CUST_0246,2022-12-18,USA,29,17.0,9.0,8950.06
CUST_0247,2022-07-18,USA,58,51.0,1.0,640.36
CUST_0248,2022-11-04,Australia,64,43.0,3.0,1954.74
CUST_0249,2022-05-08,France,35,53.0,4.0,2084.47
CUST_0250,2022-02-08,UK,38,11.0,17.0,15467.66
CUST_0251,2022-12-04,Canada,30,73.0,1.0,320.18
CUST_0252,2022-12-26,Canada,38,128.0,5.0,3037.79
CUST_0253,2022-05-09,USA,25,143.0,3.0,1187.25
CUST_0254,2022-09-24,Australia,63,15.0,2.0,1675.2599999999998
CUST_0255,2022-05-31,UK,57,328.0,1.0,580.59
CUST_0256,2022-10-25,USA,63,16.0,7.0,3618.08
CUST_0257,2022-04-09,UK,24,38.0,5.0,2487.96
CUST_0258,2022-09-20,USA,40,999.0,0.0,0.0
CUST_0259,2022-09-09,USA,61,48.0,6.0,4626.570000000001
CUST_0260,2022-05-24,Germany,49,36.0,3.0,2876.35
CUST_0261,2022-12-12,USA,28,52.0,3.0,1696.67
CUST_0262,2022-04-22,Canada,39,340.0,1.0,793.2
CUST_0263,2022-03-01,USA,39,8.0,17.0,10565.15
CUST_0264,2022-01-02,USA,60,68.0,2.0,202.83
CUST_0265,2022-10-31,USA,42,999.0,0.0,0.0
CUST_0266,2022-09-11,USA,39,294.0,1.0,70.27
CUST_0267,2022-05-20,Germany,45,999.0,0.0,0.0
CUST_0268,2022-02-06,USA,46,15.0,4.0,1478.33
CUST_0269,2022-06-09,UK,30,136.0,2.0,1209.24
CUST_0270,2022-01-09,UK,35,14.0,6.0,2950.2599999999998
CUST_0271,2022-08-21,Canada,19,999.0,0.0,0.0
CUST_0272,2022-04-09,Australia,46,10.0,3.0,2204.73
CUST_0273,2022-05-27,Germany,38,71.0,3.0,1735.9500000000003
CUST_0274,2022-10-31,USA,32,999.0,0.0,0.0
CUST_0275,2022-07-27,USA,69,999.0,0.0,0.0
CUST_0276,2022-05-11,USA,44,37.0,3.0,748.89
CUST_0277,2022-06-01,UK,67,116.0,5.0,3843.54
CUST_0278,2022-02-23,USA,48,236.0,1.0,339.75
CUST_0279,2022-04-30,UK,32,18.0,1.0,2295.75
CUST_0280,2022-06-10,UK,68,21.0,6.0,2364.88
CUST_0281,2022-04-26,USA,40,999.0,0.0,0.0
CUST_0282,2022-03-16,Germany,41,34.0,4.0,2321.09
CUST_0283,2022-04-23,USA,61,2.0,17.0,11937.94
CUST_0284,2022-04-14,USA,30,2.0,5.0,3288.12
CUST_0285,2022-12-06,Germany,39,6.0,5.0,2614.96
CUST_0286,2022-09-11,UK,60,999.0,0.0,0.0
CUST_0287,2022-08-15,Canada,54,12.0,9.0,5777.79
CUST_0288,2022-04-22,UK,50,16.0,9.0,6210.110000000001
CUST_0289,2022-04-09,USA,20,165.0,4.0,3013.38
CUST_0290,2022-06-02,France,36,32.0,15.0,16685.49
CUST_0291,2022-12-15,Germany,40,999.0,0.0,0.0
CUST_0292,2022-12-04,Canada,46,999.0,0.0,0.0
CUST_0293,2022-07-13,USA,47,82.0,4.0,5020.08
CUST_0294,2022-11-06,UK,56,18.0,5.0,4554.74
CUST_0295,2022-06-12,USA,61,999.0,0.0,0.0
CUST_0296,2022-07-27,USA,64,1.0,1.0,1171.32
CUST_0297,2022-06-18,Australia,42,999.0,0.0,0.0
CUST_0298,2022-06-10,USA,54,999.0,0.0,0.0
CUST_0299,2022-03-09,Australia,64,5.0,7.0,6208.02
CUST_0300,2022-10-16,UK,25,15.0,5.0,2777.21
CUST_0301,2022-10-04,USA,59,48.0,4.0,4808.14
CUST_0302,2022-10-31,UK,33,116.0,2.0,901.14
CUST_0303,2022-05-15,France,25,999.0,0.0,0.0
CUST_0304,2022-07-14,Germany,18,56.0,1.0,1041.96
CUST_0305,2022-05-08,France,61,95.0,6.0,4346.1
CUST_0306,2022-02-02,Canada,22,2.0,23.0,19488.97
CUST_0307,2022-06-25,Canada,20,23.0,9.0,8509.6
CUST_0308,2022-01-22,France,18,999.0,0.0,0.0
CUST_0309,2022-08-26,USA,21,47.0,9.0,5723.49
CUST_0310,2022-06-07,UK,57,20.0,7.0,6184.96
CUST_0311,2022-02-07,USA,52,3.0,6.0,5103.61
CUST_0312,2022-08-18,Australia,49,198.0,3.0,1202.42
CUST_0313,2022-12-31,Australia,59,64.0,3.0,2267.85
CUST_0314,2022-02-20,USA,51,358.0,1.0,351.35
CUST_0315,2022-09-21,Germany,60,999.0,0.0,0.0
CUST_0316,2022-10-10,Australia,42,37.0,4.0,3682.49
CUST_0317,2022-01-27,USA,27,88.0,1.0,67.41
CUST_0318,2022-08-14,UK,38,4.0,5.0,3827.16
CUST_0319,2022-10-04,Australia,63,123.0,8.0,5308.4
CUST_0320,2022-10-13,USA,56,4.0,6.0,2424.59
CUST_0321,2022-04-07,Canada,44,999.0,0.0,0.0
CUST_0322,2022-10-11,USA,44,5.0,15.0,14308.48
CUST_0323,2022-11-13,Australia,19,14.0,19.0,15690.87
CUST_0324,2022-10-31,Australia,58,3.0,4.0,1779.2900000000002
CUST_0325,2022-05-27,Australia,65,9.0,21.0,22556.45
CUST_0326,2022-01-04,UK,30,33.0,2.0,1275.67
CUST_0327,2022-02-04,France,26,7.0,13.0,7816.25
CUST_0328,2022-07-11,France,69,999.0,0.0,0.0
CUST_0329,2022-02-18,USA,53,147.0,3.0,1767.13
CUST_0330,2022-01-17,France,39,103.0,2.0,1122.95
CUST_0331,2022-06-21,USA,59,134.0,1.0,220.67
CUST_0332,2022-08-08,UK,43,143.0,1.0,116.77
CUST_0333,2022-06-07,USA,29,24.0,8.0,3863.0899999999997
CUST_0334,2022-02-15,USA,34,10.0,10.0,5013.27
CUST_0335,2022-01-06,USA,31,8.0,4.0,1466.15
CUST_0336,2022-04-09,Canada,31,202.0,2.0,1717.3400000000001
CUST_0337,2022-08-21,USA,51,20.0,12.0,5409.13
CUST_0338,2022-02-06,Germany,37,15.0,4.0,2241.7
CUST_0339,2022-10-07,USA,28,171.0,3.0,2114.2999999999997
CUST_0340,2022-12-15,USA,33,16.0,6.0,5667.92
CUST_0341,2022-10-29,UK,68,71.0,2.0,2158.58
CUST_0342,2022-06-30,Germany,48,5.0,6.0,6339.04
CUST_0343,2022-04-05,USA,23,1.0,15.0,11603.18
CUST_0344,2022-04-09,Canada,36,27.0,2.0,1392.2800000000002
CUST_0345,2022-07-07,France,54,7.0,6.0,5790.01
CUST_0346,2022-04-26,Canada,21,33.0,8.0,6394.42
CUST_0347,2022-07-10,USA,64,35.0,1.0,322.08
CUST_0348,2022-09-10,USA,21,999.0,0.0,0.0
CUST_0349,2022-06-10,France,37,999.0,0.0,0.0
CUST_0350,2022-09-13,USA,27,999.0,0.0,0.0
CUST_0351,2022-11-19,France,41,20.0,5.0,3192.49
CUST_0352,2022-05-08,UK,52,55.0,4.0,4004.6400000000003
CUST_0353,2022-01-18,Australia,43,258.0,1.0,1227.32
CUST_0354,2022-10-08,Germany,54,49.0,12.0,7404.389999999999
CUST_0355,2022-08-11,Australia,55,7.0,10.0,5125.07
CUST_0356,2022-02-23,USA,38,24.0,4.0,5046.4
CUST_0357,2022-02-27,Germany,57,54.0,4.0,3248.3900000000003
CUST_0358,2022-11-19,UK,56,50.0,7.0,4708.8
CUST_0359,2022-12-26,UK,38,999.0,0.0,0.0
CUST_0360,2022-06-23,Canada,27,269.0,1.0,319.48
CUST_0361,2022-10-07,France,55,7.0,8.0,4131.35
CUST_0362,2022-04-24,Australia,63,39.0,4.0,3650.84
CUST_0363,2022-10-15,Germany,21,44.0,3.0,2267.79
CUST_0364,2022-12-08,UK,62,102.0,3.0,694.96
CUST_0365,2022-05-31,UK,37,999.0,0.0,0.0
CUST_0366,2022-05-07,Germany,34,237.0,1.0,992.56
CUST_0367,2022-06-04,USA,24,28.0,3.0,1054.61
CUST_0368,2022-09-30,USA,21,281.0,1.0,1469.2
CUST_0369,2022-04-14,USA,46,257.0,1.0,1778.7
CUST_0370,2022-10-26,USA,31,11.0,10.0,8614.08
CUST_0371,2022-09-03,USA,20,12.0,21.0,14723.84
CUST_0372,2022-06-25,USA,41,6.0,5.0,2662.26
CUST_0373,2022-02-08,USA,54,27.0,6.0,2442.28
CUST_0374,2022-06-19,USA,33,24.0,3.0,3305.47
CUST_0375,2022-09-04,Australia,69,2.0,14.0,8584.93
CUST_0376,2022-01-26,UK,21,999.0,0.0,0.0
CUST_0377,2022-12-21,USA,41,14.0,20.0,10941.95
CUST_0378,2022-11-02,Canada,51,6.0,29.0,19527.87
CUST_0379,2022-01-13,USA,47,52.0,4.0,1532.28
CUST_0380,2022-11-12,Australia,35,5.0,18.0,14465.61
CUST_0381,2022-11-09,Germany,36,5.0,2.0,2386.14
CUST_0382,2022-02-05,USA,48,15.0,2.0,2205.75
CUST_0383,2022-06-22,UK,36,51.0,1.0,396.6
CUST_0384,2022-01-20,France,66,17.0,4.0,1791.74
CUST_0385,2022-11-17,Australia,63,999.0,0.0,0.0
CUST_0386,2022-09-21,UK,36,34.0,4.0,3643.0099999999998
CUST_0387,2022-05-22,Canada,39,6.0,27.0,19864.66
CUST_0388,2022-05-23,USA,41,17.0,2.0,2374.94
CUST_0389,2022-04-02,Australia,62,50.0,8.0,4780.76
CUST_0390,2022-12-20,USA,29,21.0,11.0,10814.130000000001
CUST_0391,2022-11-18,Australia,47,13.0,17.0,13653.43
CUST_0392,2022-10-15,Canada,55,4.0,20.0,11485.59
CUST_0393,2022-08-03,Canada,48,43.0,7.0,3174.35
CUST_0394,2022-12-08,UK,53,11.0,28.0,19415.13
CUST_0395,2022-02-20,USA,36,39.0,6.0,3156.2300000000005
CUST_0396,2022-06-02,USA,65,32.0,2.0,1572.66
CUST_0397,2022-07-05,USA,62,66.0,3.0,2849.66
CUST_0398,2022-03-04,USA,53,31.0,6.0,4265.85
CUST_0399,2022-07-09,Germany,47,34.0,2.0,1963.8
CUST_0400,2022-05-05,USA,66,14.0,6.0,3189.65
CUST_0401,2022-05-30,USA,50,19.0,7.0,5672.28
CUST_0402,2022-11-10,Australia,35,7.0,2.0,2237.02
CUST_0403,2022-02-27,France,69,10.0,5.0,4172.27
CUST_0404,2022-12-08,Australia,66,2.0,10.0,6191.13
CUST_0405,2022-11-01,Australia,45,75.0,3.0,1348.98
CUST_0406,2022-06-29,USA,64,999.0,0.0,0.0
CUST_0407,2022-06-19,USA,28,999.0,0.0,0.0
CUST_0408,2022-11-22,Germany,62,25.0,2.0,667.76
CUST_0409,2022-09-28,Canada,50,11.0,11.0,8809.57
CUST_0410,2022-02-23,USA,34,173.0,2.0,462.62
CUST_0411,2022-04-11,France,23,18.0,3.0,4275.450000000001
CUST_0412,2022-09-21,USA,21,131.0,1.0,580.59
CUST_0413,2022-02-22,USA,37,3.0,1.0,2470.7
CUST_0414,2022-03-01,UK,65,14.0,11.0,8426.21
CUST_0415,2022-04-18,UK,64,19.0,5.0,6441.82
CUST_0416,2022-01-05,UK,44,999.0,0.0,0.0
CUST_0417,2022-04-13,USA,32,64.0,3.0,2208.34
CUST_0418,2022-07-15,France,23,288.0,1.0,1697.4
CUST_0419,2022-09-19,USA,64,6.0,7.0,4621.75
CUST_0420,2022-12-31,USA,31,33.0,4.0,3471.1600000000003
CUST_0421,2022-12-16,France,28,75.0,2.0,335.96
CUST_0422,2022-02-16,Australia,56,146.0,2.0,1022.05
CUST_0423,2022-12-21,France,26,24.0,1.0,367.3
CUST_0424,2022-11-07,France,43,8.0,10.0,6577.120000000001
CUST_0425,2022-11-04,Canada,33,27.0,24.0,20618.670000000002
CUST_0426,2022-05-24,UK,22,999.0,0.0,0.0
CUST_0427,2022-09-26,USA,69,84.0,7.0,4161.400000000001
CUST_0428,2022-05-04,UK,27,9.0,5.0,5405.64
CUST_0429,2022-04-16,USA,67,15.0,6.0,3906.98
CUST_0430,2022-06-07,USA,20,38.0,7.0,5507.05
CUST_0431,2022-05-27,Germany,30,48.0,10.0,9029.039999999999
